hour,DH_DE_Berlin,DH_DE_Dresden,DH_DE_Gelsenkirchen,DH_DE_Hamburg,DH_DE_Mannheim,DH_DE_Muenchen,DH_DE_Rem,DH_DE_Ind,DH_DE_Neckar,DH_DE_Nuernberg,DH_DE_Ruhr,DH_DE_Saar
t7059," 1,276.84 ", 213.01 , 237.37 , 503.40 , 301.67 , 605.61 ," 7,367.54 "," 9,476.03 ", 267.95 , 147.22 , 275.02 , 140.13 
t7060," 1,381.43 ", 232.21 , 257.03 , 544.57 , 329.02 , 658.92 ," 7,971.95 "," 10,295.63 ", 291.26 , 160.17 , 297.65 , 152.29 
t7061," 1,488.99 ", 251.87 , 276.85 , 586.92 , 357.24 , 715.24 ," 8,593.49 "," 11,137.11 ", 314.89 , 173.87 , 320.44 , 164.78 
t7062," 1,563.13 ", 266.13 , 290.34 , 616.08 , 377.11 , 757.54 ," 9,022.22 "," 11,733.95 ", 331.75 , 184.16 , 335.87 , 173.71 
t7063," 1,573.40 ", 269.09 , 291.09 , 620.10 , 380.32 , 766.15 ," 9,082.10 "," 11,837.78 ", 333.73 , 186.26 , 336.53 , 175.18 
t7064," 1,527.84 ", 261.95 , 282.46 , 602.09 , 370.20 , 746.75 ," 8,819.85 "," 11,530.20 ", 323.77 , 181.53 , 326.40 , 170.72 
t7065," 1,451.40 ", 248.72 , 268.05 , 571.94 , 351.82 , 710.65 ," 8,379.00 "," 10,975.45 ", 307.42 , 172.75 , 309.64 , 162.65 
t7066," 1,385.29 ", 237.09 , 255.79 , 545.86 , 335.99 , 678.74 ," 7,997.80 "," 10,496.86 ", 292.56 , 164.98 , 295.39 , 155.96 
t7067," 1,306.11 ", 222.51 , 240.39 , 514.64 , 317.29 , 638.04 ," 7,540.87 "," 9,907.41 ", 274.61 , 155.07 , 277.49 , 147.69 
t7068," 1,237.66 ", 209.91 , 227.40 , 487.65 , 301.98 , 604.25 ," 7,146.08 "," 9,406.63 ", 259.82 , 146.85 , 262.40 , 140.78 
t7069," 1,192.21 ", 201.16 , 218.30 , 469.72 , 291.93 , 581.41 ," 6,883.87 "," 9,072.52 ", 249.57 , 141.29 , 251.78 , 136.33 
t7070," 1,157.42 ", 194.64 , 211.54 , 456.00 , 284.42 , 563.66 ," 6,683.21 "," 8,818.05 ", 241.75 , 136.96 , 243.91 , 132.98 
t7071," 1,124.31 ", 188.53 , 204.70 , 442.94 , 276.36 , 546.79 ," 6,492.26 "," 8,576.61 ", 234.22 , 132.85 , 235.92 , 129.81 
t7072," 1,110.30 ", 185.85 , 201.56 , 437.40 , 273.17 , 540.81 ," 6,411.73 "," 8,487.36 ", 231.03 , 131.39 , 232.18 , 128.82 
t7073," 1,110.02 ", 186.09 , 201.50 , 437.25 , 273.97 , 543.24 ," 6,410.76 "," 8,515.41 ", 231.17 , 131.98 , 231.99 , 129.42 
t7074," 1,124.42 ", 189.06 , 204.16 , 442.87 , 278.13 , 553.23 ," 6,494.68 "," 8,663.19 ", 234.82 , 134.39 , 234.91 , 131.74 
t7075," 1,150.21 ", 193.98 , 209.00 , 452.97 , 285.32 , 568.52 ," 6,644.45 "," 8,899.86 ", 240.95 , 138.10 , 240.35 , 135.34 
t7076," 1,168.92 ", 198.10 , 212.84 , 460.28 , 290.76 , 580.66 ," 6,753.39 "," 9,086.34 ", 246.29 , 141.04 , 244.66 , 137.98 
t7077," 1,161.45 ", 197.69 , 211.93 , 457.28 , 289.30 , 579.48 ," 6,711.08 "," 9,069.51 ", 246.05 , 140.74 , 243.49 , 137.41 
t7078," 1,163.52 ", 198.12 , 212.23 , 458.05 , 289.48 , 581.41 ," 6,723.82 "," 9,122.41 ", 247.34 , 141.19 , 243.69 , 137.81 
t7079," 1,130.17 ", 192.23 , 206.39 , 444.87 , 280.83 , 564.75 ," 6,531.76 "," 8,893.60 ", 240.83 , 137.12 , 236.88 , 133.88 
t7080," 1,117.36 ", 189.75 , 204.26 , 439.78 , 276.60 , 558.27 ," 6,458.39 "," 8,825.52 ", 238.56 , 135.53 , 234.33 , 132.32 
t7081," 1,108.79 ", 188.03 , 202.94 , 436.37 , 273.86 , 553.85 ," 6,409.58 "," 8,790.78 ", 237.06 , 134.44 , 232.71 , 131.31 
t7082," 1,108.41 ", 187.84 , 203.58 , 436.17 , 273.32 , 552.84 ," 6,408.12 "," 8,822.86 ", 236.74 , 134.16 , 233.38 , 131.28 
t7083," 1,121.68 ", 190.15 , 208.30 , 441.34 , 276.23 , 557.88 ," 6,485.57 "," 8,964.46 ", 239.35 , 135.35 , 238.89 , 132.87 
t7084," 1,216.07 ", 205.87 , 228.51 , 478.44 , 298.66 , 603.22 ," 7,032.00 "," 9,750.44 ", 258.86 , 146.33 , 262.19 , 143.95 
t7085," 1,314.63 ", 221.75 , 248.31 , 517.18 , 321.36 , 647.78 ," 7,602.37 "," 10,562.23 ", 278.49 , 157.10 , 284.96 , 155.09 
t7086," 1,384.20 ", 232.67 , 262.09 , 544.52 , 337.67 , 678.94 ," 8,005.16 "," 11,144.04 ", 291.55 , 164.62 , 300.75 , 162.77 
t7087," 1,394.04 ", 233.57 , 264.51 , 548.36 , 340.52 , 681.35 ," 8,062.54 "," 11,246.41 ", 292.29 , 165.17 , 303.49 , 163.40 
t7088," 1,357.01 ", 226.57 , 257.45 , 533.77 , 331.23 , 660.34 ," 7,848.77 "," 10,966.95 ", 283.43 , 160.05 , 295.31 , 158.63 
t7089," 1,287.62 ", 214.73 , 243.82 , 506.43 , 314.72 , 625.51 ," 7,448.03 "," 10,435.47 ", 268.44 , 151.58 , 279.52 , 150.60 
t7090," 1,225.36 ", 204.13 , 231.11 , 481.89 , 299.73 , 596.28 ," 7,088.74 "," 9,969.58 ", 256.52 , 144.48 , 264.71 , 143.52 
t7091," 1,149.70 ", 191.64 , 216.15 , 452.09 , 280.82 , 560.53 ," 6,651.82 "," 9,391.74 ", 241.49 , 135.80 , 247.36 , 134.98 
t7092," 1,086.40 ", 181.37 , 203.77 , 427.15 , 264.32 , 530.11 ," 6,286.27 "," 8,907.92 ", 229.04 , 128.41 , 233.02 , 127.81 
t7093," 1,043.17 ", 174.36 , 195.27 , 410.11 , 252.30 , 509.19 ," 6,036.67 "," 8,581.12 ", 220.55 , 123.33 , 223.15 , 122.68 
t7094," 1,009.49 ", 168.66 , 188.75 , 396.84 , 243.33 , 492.29 ," 5,842.36 "," 8,330.34 ", 213.82 , 119.21 , 215.59 , 118.87 
t7095, 979.05 , 163.30 , 182.65 , 384.84 , 234.00 , 477.30 ," 5,666.55 "," 8,097.68 ", 207.16 , 115.57 , 208.51 , 115.14 
t7096, 968.62 , 161.31 , 180.17 , 380.73 , 230.31 , 470.93 ," 5,606.40 "," 8,020.25 ", 204.79 , 114.02 , 205.59 , 113.67 
t7097, 971.23 , 161.80 , 180.65 , 381.74 , 232.03 , 473.35 ," 5,621.83 "," 8,057.81 ", 205.16 , 114.60 , 206.07 , 113.95 
t7098, 992.93 , 164.89 , 183.63 , 390.28 , 238.23 , 484.79 ," 5,747.27 "," 8,229.68 ", 208.82 , 117.38 , 209.40 , 115.90 
t7099," 1,029.68 ", 169.88 , 188.55 , 404.76 , 247.41 , 501.68 ," 5,959.28 "," 8,502.44 ", 214.40 , 121.48 , 214.93 , 119.21 
t7100," 1,064.23 ", 174.11 , 192.51 , 418.41 , 255.71 , 516.56 ," 6,158.29 "," 8,741.17 ", 218.30 , 125.10 , 219.37 , 121.77 
t7101," 1,075.23 ", 174.86 , 191.85 , 422.80 , 258.84 , 521.56 ," 6,220.98 "," 8,785.24 ", 217.50 , 126.34 , 218.53 , 121.56 
t7102," 1,091.65 ", 177.43 , 192.67 , 429.30 , 263.26 , 530.34 ," 6,315.30 "," 8,885.46 ", 218.93 , 128.50 , 219.37 , 122.24 
t7103," 1,075.82 ", 174.53 , 187.12 , 423.14 , 258.85 , 522.74 ," 6,222.84 "," 8,714.42 ", 214.51 , 126.68 , 212.93 , 119.11 
t7104," 1,079.11 ", 174.93 , 185.02 , 424.49 , 258.75 , 524.34 ," 6,240.98 "," 8,699.41 ", 213.63 , 127.10 , 210.41 , 118.12 
t7105," 1,185.26 ", 191.99 , 200.09 , 466.32 , 283.52 , 575.68 ," 6,853.80 "," 8,721.91 ", 232.59 , 139.57 , 227.42 , 128.26 
t7106," 1,188.09 ", 192.62 , 197.51 , 467.51 , 283.34 , 577.62 ," 6,868.95 "," 8,815.99 ", 231.59 , 140.08 , 224.38 , 126.96 
t7107," 1,229.37 ", 199.10 , 200.30 , 483.84 , 291.18 , 598.40 ," 7,106.24 "," 9,026.18 ", 238.34 , 145.17 , 227.37 , 129.70 
t7108," 1,274.02 ", 206.70 , 202.54 , 501.50 , 299.92 , 622.40 ," 7,363.03 "," 9,884.31 ", 244.96 , 151.04 , 229.61 , 132.85 
t7109," 1,309.19 ", 212.15 , 204.51 , 515.42 , 306.97 , 639.71 ," 7,565.18 "," 10,763.14 ", 250.01 , 155.28 , 231.65 , 135.13 
t7110," 1,404.69 ", 228.40 , 215.96 , 553.10 , 327.26 , 685.20 ," 8,115.88 "," 11,415.14 ", 266.29 , 166.35 , 244.46 , 143.95 
t7111," 1,440.43 ", 235.94 , 218.84 , 567.23 , 334.44 , 702.20 ," 8,321.50 "," 11,567.00 ", 271.64 , 170.50 , 247.58 , 147.24 
t7112," 1,417.06 ", 233.57 , 213.47 , 558.07 , 328.82 , 689.78 ," 8,185.85 "," 11,317.61 ", 265.46 , 167.50 , 241.42 , 144.30 
t7113," 1,354.36 ", 224.48 , 203.24 , 533.39 , 315.51 , 660.19 ," 7,823.45 "," 10,797.45 ", 252.10 , 160.33 , 229.80 , 137.44 
t7114," 1,289.71 ", 213.93 , 193.40 , 507.94 , 302.62 , 630.35 ," 7,449.86 "," 10,347.85 ", 238.08 , 153.09 , 218.68 , 130.29 
t7115," 1,239.17 ", 205.22 , 186.03 , 488.03 , 292.13 , 609.35 ," 7,157.97 "," 9,773.41 ", 226.28 , 148.01 , 210.36 , 124.62 
t7116," 1,182.28 ", 194.47 , 177.33 , 465.63 , 279.35 , 583.92 ," 6,829.23 "," 9,297.88 ", 212.51 , 141.85 , 200.52 , 118.06 
t7117," 1,123.00 ", 183.25 , 168.08 , 442.30 , 265.38 , 556.55 ," 6,486.69 "," 8,981.20 ", 198.14 , 135.22 , 190.05 , 111.24 
t7118," 1,101.62 ", 178.46 , 164.36 , 433.88 , 260.03 , 547.01 ," 6,363.05 "," 8,741.90 ", 190.16 , 132.91 , 185.82 , 108.09 
t7119," 1,079.51 ", 174.12 , 160.93 , 425.18 , 255.26 , 537.40 ," 6,235.25 "," 8,513.06 ", 182.91 , 130.59 , 181.93 , 104.92 
t7120," 1,083.63 ", 174.68 , 161.82 , 426.80 , 256.36 , 540.94 ," 6,259.01 "," 8,438.96 ", 180.45 , 131.46 , 182.97 , 104.64 
t7121," 1,109.44 ", 178.47 , 166.02 , 436.98 , 262.43 , 555.33 ," 6,408.03 "," 8,493.11 ", 182.48 , 134.96 , 187.78 , 106.50 
t7122," 1,135.55 ", 183.33 , 171.60 , 447.25 , 268.86 , 571.52 ," 6,559.01 "," 8,661.40 ", 185.43 , 138.91 , 194.24 , 108.82 
t7123," 1,160.54 ", 187.85 , 176.73 , 457.08 , 275.09 , 587.14 ," 6,703.49 "," 8,921.45 ", 188.15 , 142.72 , 200.18 , 110.82 
t7124," 1,176.51 ", 191.21 , 180.04 , 463.36 , 278.97 , 598.59 ," 6,795.89 "," 9,134.38 ", 189.88 , 145.52 , 204.00 , 112.00 
t7125," 1,186.64 ", 192.98 , 182.34 , 467.34 , 281.74 , 606.21 ," 6,854.53 "," 9,142.96 ", 191.25 , 147.38 , 206.65 , 112.72 
t7126," 1,212.34 ", 197.10 , 186.79 , 477.45 , 289.32 , 621.17 ," 7,003.12 "," 9,218.85 ", 195.15 , 151.02 , 211.74 , 114.65 
t7127," 1,202.30 ", 195.40 , 185.66 , 473.49 , 288.59 , 617.17 ," 6,945.28 "," 9,005.36 ", 193.13 , 150.05 , 210.46 , 113.25 
t7128," 1,261.32 ", 204.81 , 195.78 , 496.72 , 304.26 , 649.93 ," 7,286.42 "," 8,954.11 ", 202.80 , 158.02 , 222.02 , 118.30 
t7129," 1,213.19 ", 196.83 , 189.41 , 477.74 , 294.58 , 627.01 ," 7,008.63 "," 8,934.10 ", 195.35 , 152.45 , 214.87 , 113.33 
t7130," 1,199.55 ", 194.36 , 187.95 , 472.35 , 292.72 , 621.71 ," 6,930.16 "," 8,980.85 ", 193.36 , 151.16 , 213.22 , 111.65 
t7131," 1,205.27 ", 195.11 , 189.55 , 474.57 , 296.23 , 626.18 ," 6,963.78 "," 9,131.80 ", 194.88 , 152.24 , 215.01 , 111.94 
t7132," 1,284.58 ", 208.07 , 202.89 , 505.75 , 317.71 , 669.39 ," 7,422.83 "," 9,927.31 ", 208.86 , 162.73 , 230.08 , 119.24 
t7133," 1,366.17 ", 221.52 , 216.08 , 537.82 , 339.81 , 714.70 ," 7,895.06 "," 10,742.07 ", 223.23 , 173.74 , 244.94 , 126.90 
t7134," 1,411.11 ", 228.52 , 223.69 , 555.45 , 353.05 , 740.42 ," 8,155.56 "," 11,321.33 ", 231.06 , 179.98 , 253.47 , 130.95 
t7135," 1,415.49 ", 229.43 , 225.68 , 557.10 , 356.36 , 746.44 ," 8,182.08 "," 11,399.88 ", 233.18 , 181.43 , 255.66 , 131.43 
t7136," 1,366.01 ", 221.04 , 218.25 , 537.59 , 344.65 , 721.74 ," 7,896.55 "," 11,112.08 ", 225.52 , 175.42 , 247.20 , 126.56 
t7137," 1,312.59 ", 212.06 , 210.50 , 516.56 , 330.89 , 693.06 ," 7,587.97 "," 10,587.29 ", 216.81 , 168.44 , 238.47 , 121.38 
t7138," 1,252.11 ", 201.67 , 201.71 , 492.76 , 314.23 , 657.52 ," 7,238.25 "," 10,144.39 ", 206.75 , 159.78 , 228.62 , 115.35 
t7139," 1,181.08 ", 190.06 , 191.58 , 464.81 , 295.46 , 617.24 ," 6,827.61 "," 9,582.57 ", 195.15 , 149.98 , 217.29 , 108.62 
t7140," 1,130.87 ", 182.49 , 184.72 , 445.03 , 282.80 , 589.29 ," 6,537.59 "," 9,104.18 ", 187.56 , 143.17 , 209.60 , 104.21 
t7141," 1,085.34 ", 175.70 , 178.11 , 427.10 , 270.96 , 564.56 ," 6,274.58 "," 8,783.03 ", 180.87 , 137.15 , 202.16 , 100.26 
t7142," 1,036.60 ", 168.40 , 171.03 , 407.90 , 258.92 , 539.11 ," 5,993.11 "," 8,533.40 ", 174.26 , 130.96 , 194.17 , 96.05 
t7143," 1,013.85 ", 164.95 , 167.92 , 398.94 , 253.36 , 525.59 ," 5,861.79 "," 8,300.66 ", 172.00 , 127.66 , 190.67 , 94.22 
t7144," 1,008.38 ", 163.17 , 166.67 , 396.80 , 250.95 , 518.95 ," 5,829.98 "," 8,233.69 ", 171.62 , 126.03 , 189.24 , 93.44 
t7145," 1,044.07 ", 167.15 , 171.28 , 410.89 , 256.26 , 529.44 ," 6,035.50 "," 8,309.49 ", 176.78 , 128.55 , 194.48 , 95.87 
t7146," 1,088.00 ", 171.32 , 176.62 , 428.26 , 262.06 , 540.90 ," 6,288.27 "," 8,521.88 ", 182.78 , 131.31 , 200.57 , 98.56 
t7147," 1,114.98 ", 173.28 , 179.96 , 438.93 , 263.97 , 544.99 ," 6,443.40 "," 8,810.99 ", 187.12 , 132.27 , 204.40 , 100.31 
t7148," 1,165.14 ", 178.67 , 187.28 , 458.74 , 271.39 , 559.47 ," 6,732.45 "," 9,055.36 ", 195.34 , 135.75 , 212.78 , 104.37 
t7149," 1,187.27 ", 179.95 , 190.86 , 467.50 , 271.43 , 560.09 ," 6,859.45 "," 9,098.01 ", 198.39 , 135.87 , 217.01 , 105.57 
t7150," 1,221.86 ", 183.16 , 196.04 , 481.18 , 273.93 , 565.27 ," 7,058.45 "," 9,208.00 ", 203.47 , 137.09 , 223.02 , 108.34 
t7151," 1,212.83 ", 179.33 , 193.93 , 477.70 , 266.34 , 550.13 ," 7,005.14 "," 9,039.70 ", 201.19 , 133.38 , 220.75 , 107.23 
t7152," 1,237.52 ", 180.89 , 196.59 , 487.50 , 266.84 , 549.77 ," 7,146.63 "," 9,033.00 ", 204.57 , 133.26 , 223.85 , 108.72 
t7153," 1,191.59 ", 171.77 , 188.18 , 469.48 , 252.32 , 519.25 ," 6,880.23 "," 9,063.76 ", 196.09 , 125.83 , 214.37 , 104.15 
t7154," 1,213.34 ", 172.46 , 190.69 , 478.14 , 252.80 , 518.45 ," 7,004.55 "," 9,168.80 ", 199.29 , 125.61 , 217.36 , 105.41 
t7155," 1,252.52 ", 175.78 , 195.13 , 493.67 , 256.77 , 525.11 ," 7,229.32 "," 9,395.86 ", 204.77 , 127.21 , 222.51 , 107.98 
t7156," 1,383.75 ", 191.21 , 213.87 , 545.50 , 279.43 , 568.69 ," 7,985.11 "," 10,303.26 ", 224.84 , 137.74 , 243.99 , 118.48 
t7157," 1,523.00 ", 207.62 , 234.07 , 600.52 , 302.58 , 613.97 ," 8,786.79 "," 11,249.22 ", 246.27 , 148.69 , 267.25 , 129.06 
t7158," 1,632.33 ", 219.03 , 249.94 , 643.76 , 320.10 , 644.41 ," 9,415.61 "," 11,962.13 ", 262.98 , 156.03 , 285.64 , 136.81 
t7159," 1,674.78 ", 220.95 , 255.71 , 660.64 , 323.05 , 647.46 ," 9,658.37 "," 12,172.03 ", 269.07 , 156.75 , 292.55 , 138.64 
t7160," 1,649.90 ", 215.39 , 252.08 , 650.91 , 314.68 , 627.80 ," 9,513.68 "," 11,932.64 ", 265.13 , 151.96 , 288.63 , 135.56 
t7161," 1,582.96 ", 205.06 , 239.94 , 624.56 , 299.21 , 593.62 ," 9,126.87 "," 11,409.23 ", 254.20 , 143.65 , 274.70 , 129.60 
t7162," 1,522.18 ", 196.24 , 228.12 , 600.61 , 285.64 , 565.08 ," 8,775.94 "," 10,948.20 ", 244.19 , 136.72 , 261.00 , 124.48 
t7163," 1,441.16 ", 184.91 , 213.45 , 568.66 , 268.57 , 529.26 ," 8,308.58 "," 10,352.70 ", 231.63 , 128.03 , 244.00 , 117.84 
t7164," 1,370.96 ", 175.77 , 201.13 , 540.96 , 253.54 , 499.48 ," 7,903.82 "," 9,846.13 ", 220.96 , 120.80 , 229.73 , 112.02 
t7165," 1,322.60 ", 169.48 , 192.50 , 521.87 , 242.86 , 478.41 ," 7,625.04 "," 9,502.41 ", 213.64 , 115.68 , 219.72 , 108.03 
t7166," 1,286.46 ", 164.56 , 185.31 , 507.61 , 234.50 , 461.79 ," 7,416.73 "," 9,243.51 ", 208.59 , 111.63 , 211.30 , 104.83 
t7167," 1,251.37 ", 160.41 , 178.46 , 493.76 , 226.79 , 446.05 ," 7,214.50 "," 8,995.52 ", 203.73 , 107.80 , 203.29 , 101.85 
t7168," 1,239.95 ", 159.34 , 175.32 , 489.25 , 223.20 , 438.01 ," 7,148.70 "," 8,914.82 ", 203.11 , 105.83 , 199.55 , 100.99 
t7169," 1,250.24 ", 160.90 , 175.10 , 493.32 , 223.12 , 438.20 ," 7,207.77 "," 8,977.70 ", 206.02 , 105.86 , 199.17 , 101.97 
t7170," 1,278.25 ", 164.86 , 178.85 , 504.39 , 226.53 , 445.60 ," 7,369.08 "," 9,170.36 ", 212.34 , 107.64 , 203.45 , 104.56 
t7171," 1,319.04 ", 170.96 , 185.10 , 520.49 , 233.68 , 457.88 ," 7,604.11 "," 9,456.48 ", 220.99 , 110.59 , 210.64 , 108.16 
t7172," 1,351.46 ", 175.95 , 189.12 , 533.29 , 240.11 , 467.47 ," 7,790.99 "," 9,688.17 ", 228.05 , 112.90 , 215.16 , 111.02 
t7173," 1,352.13 ", 176.97 , 190.16 , 533.55 , 241.28 , 466.05 ," 7,794.99 "," 9,698.21 ", 230.61 , 112.54 , 216.42 , 111.48 
t7174," 1,365.76 ", 179.18 , 192.41 , 538.93 , 243.82 , 469.41 ," 7,873.42 "," 9,789.20 ", 234.64 , 113.35 , 219.05 , 112.88 
t7175," 1,333.54 ", 175.76 , 187.87 , 526.21 , 238.91 , 458.78 ," 7,687.80 "," 9,564.13 ", 230.75 , 110.78 , 213.86 , 110.75 
t7176," 1,326.87 ", 175.25 , 186.72 , 523.58 , 238.65 , 457.85 ," 7,649.35 "," 9,516.30 ", 230.76 , 110.56 , 212.53 , 110.78 
t7177," 1,321.24 ", 175.48 , 186.13 , 521.34 , 239.67 , 458.70 ," 7,617.21 "," 9,491.24 ", 232.13 , 110.78 , 211.82 , 111.21 
t7178," 1,326.41 ", 176.91 , 186.84 , 523.36 , 242.56 , 462.76 ," 7,647.28 "," 9,541.60 ", 235.44 , 111.77 , 212.57 , 112.51 
t7179," 1,349.02 ", 180.37 , 190.12 , 532.26 , 249.06 , 473.79 ," 7,777.81 "," 9,713.99 ", 242.12 , 114.45 , 216.28 , 115.45 
t7180," 1,468.11 ", 196.99 , 207.07 , 579.24 , 273.39 , 518.74 ," 8,464.65 "," 10,581.41 ", 267.11 , 125.32 , 235.54 , 127.06 
t7181," 1,592.61 ", 213.63 , 223.85 , 628.36 , 297.76 , 568.63 ," 9,182.46 "," 11,478.72 ", 293.19 , 137.42 , 254.55 , 138.86 
t7182," 1,682.73 ", 225.11 , 235.61 , 663.92 , 316.70 , 607.86 ," 9,702.08 "," 12,128.29 ", 312.92 , 146.95 , 267.83 , 147.90 
t7183," 1,701.59 ", 226.30 , 237.06 , 671.36 , 322.59 , 622.37 ," 9,810.74 "," 12,260.41 ", 318.32 , 150.51 , 269.36 , 150.62 
t7184," 1,666.80 ", 219.77 , 230.51 , 657.67 , 316.41 , 612.98 ," 9,609.70 "," 11,988.34 ", 313.32 , 148.27 , 261.82 , 148.39 
t7185," 1,599.75 ", 208.41 , 219.98 , 631.27 , 302.99 , 589.06 ," 9,222.29 "," 11,464.58 ", 301.63 , 142.52 , 249.88 , 142.67 
t7186," 1,544.34 ", 198.87 , 210.64 , 609.47 , 292.28 , 567.89 ," 8,901.92 "," 11,021.27 ", 291.87 , 137.42 , 239.26 , 137.96 
t7187," 1,474.01 ", 187.42 , 198.05 , 581.79 , 278.31 , 540.49 ," 8,495.26 "," 10,460.98 ", 278.65 , 130.82 , 224.85 , 131.77 
t7188," 1,414.68 ", 177.97 , 187.18 , 558.45 , 266.84 , 517.50 ," 8,152.33 "," 9,990.28 ", 267.15 , 125.28 , 212.40 , 126.66 
t7189," 1,377.61 ", 171.71 , 179.64 , 543.87 , 260.40 , 501.82 ," 7,937.79 "," 9,683.82 ", 259.57 , 121.50 , 203.73 , 123.79 
t7190," 1,347.68 ", 167.12 , 173.55 , 532.10 , 256.04 , 489.85 ," 7,764.73 "," 9,445.36 ", 253.65 , 118.61 , 196.69 , 121.82 
t7191," 1,317.40 ", 162.62 , 167.75 , 520.17 , 252.37 , 479.00 ," 7,589.82 "," 9,213.22 ", 247.77 , 115.99 , 189.99 , 119.87 
t7192," 1,308.40 ", 160.76 , 165.24 , 516.63 , 253.09 , 477.65 ," 7,537.79 "," 9,140.51 ", 246.88 , 115.69 , 187.02 , 119.86 
t7193," 1,319.10 ", 161.22 , 165.60 , 520.87 , 256.53 , 482.54 ," 7,599.20 "," 9,204.73 ", 250.17 , 116.89 , 187.36 , 121.45 
t7194," 1,345.62 ", 163.84 , 167.45 , 531.34 , 263.49 , 495.96 ," 7,752.08 "," 9,392.51 ", 256.86 , 120.16 , 189.27 , 124.77 
t7195," 1,388.48 ", 167.88 , 171.55 , 548.27 , 272.57 , 515.40 ," 7,998.82 "," 9,685.43 ", 266.31 , 124.89 , 193.80 , 129.26 
t7196," 1,424.70 ", 171.06 , 175.49 , 562.58 , 279.77 , 532.22 ," 8,207.34 "," 9,929.66 ", 274.48 , 129.00 , 198.22 , 133.00 
t7197," 1,431.44 ", 170.78 , 174.99 , 565.27 , 280.37 , 536.30 ," 8,245.80 "," 9,959.69 ", 276.30 , 130.01 , 197.57 , 133.82 
t7198," 1,448.87 ", 171.62 , 176.24 , 572.17 , 282.83 , 546.16 ," 8,345.81 "," 10,063.20 ", 279.99 , 132.43 , 198.94 , 135.45 
t7199," 1,420.84 ", 167.10 , 172.49 , 561.13 , 275.89 , 538.63 ," 8,184.01 "," 9,851.95 ", 275.08 , 130.63 , 194.74 , 132.72 
t7200," 1,417.50 ", 165.47 , 172.41 , 559.83 , 273.41 , 537.94 ," 8,164.50 "," 9,815.10 ", 275.25 , 130.48 , 194.73 , 132.47 
t7201," 1,418.91 ", 164.49 , 172.90 , 560.40 , 271.43 , 537.55 ," 8,172.36 "," 9,813.23 ", 276.19 , 130.38 , 195.37 , 132.58 
t7202," 1,430.01 ", 164.89 , 174.94 , 564.79 , 271.54 , 541.04 ," 8,236.17 "," 9,883.17 ", 278.26 , 131.23 , 197.79 , 133.72 
t7203," 1,457.86 ", 167.47 , 179.13 , 575.80 , 274.96 , 549.45 ," 8,396.51 "," 10,072.85 ", 283.21 , 133.26 , 202.61 , 136.40 
t7204," 1,590.34 ", 182.07 , 196.34 , 628.13 , 298.16 , 596.83 ," 9,159.45 "," 10,984.41 ", 309.09 , 144.74 , 222.21 , 148.63 
t7205," 1,726.11 ", 197.57 , 214.11 , 681.76 , 322.16 , 644.23 ," 9,941.37 "," 11,918.91 ", 335.99 , 156.21 , 242.44 , 161.31 
t7206," 1,826.69 ", 209.29 , 227.32 , 721.49 , 338.18 , 677.85 ," 10,520.39 "," 12,602.93 ", 355.49 , 164.35 , 257.51 , 170.38 
t7207," 1,849.76 ", 211.48 , 230.37 , 730.62 , 339.77 , 681.25 ," 10,652.98 "," 12,748.93 ", 360.20 , 165.15 , 261.04 , 172.10 
t7208," 1,811.94 ", 206.48 , 225.19 , 715.71 , 331.00 , 664.59 ," 10,434.72 "," 12,466.87 ", 352.91 , 161.11 , 255.20 , 168.06 
t7209," 1,734.27 ", 197.17 , 215.80 , 685.07 , 315.68 , 634.99 ," 9,986.92 "," 11,908.08 ", 338.54 , 153.94 , 244.68 , 160.40 
t7210," 1,668.63 ", 189.39 , 208.55 , 659.18 , 303.21 , 609.82 ," 9,608.42 "," 11,431.06 ", 326.71 , 147.85 , 236.67 , 153.77 
t7211," 1,583.61 ", 179.60 , 199.24 , 625.63 , 288.15 , 578.39 ," 9,118.30 "," 10,822.35 ", 311.05 , 140.24 , 226.34 , 145.49 
t7212," 1,515.20 ", 171.35 , 191.47 , 598.65 , 276.43 , 552.05 ," 8,723.68 "," 10,321.68 ", 298.08 , 133.87 , 217.73 , 138.45 
t7213," 1,472.96 ", 166.27 , 187.12 , 582.01 , 268.86 , 534.96 ," 8,479.74 "," 9,998.16 ", 289.31 , 129.74 , 213.02 , 133.51 
t7214," 1,443.73 ", 162.45 , 184.44 , 570.51 , 263.53 , 523.27 ," 8,310.71 "," 9,762.04 ", 282.49 , 126.92 , 210.23 , 129.60 
t7215," 1,416.61 ", 158.73 , 181.34 , 559.85 , 257.99 , 511.94 ," 8,153.81 "," 9,540.35 ", 275.14 , 124.19 , 206.88 , 125.96 
t7216," 1,412.40 ", 158.10 , 181.57 , 558.22 , 256.45 , 508.69 ," 8,128.98 "," 9,483.40 ", 272.82 , 123.41 , 207.33 , 124.52 
t7217," 1,423.55 ", 159.80 , 183.63 , 562.64 , 259.29 , 512.62 ," 8,192.92 "," 9,549.10 ", 274.52 , 124.36 , 209.78 , 124.95 
t7218," 1,457.13 ", 163.94 , 187.63 , 575.93 , 266.23 , 522.66 ," 8,385.93 "," 9,760.16 ", 279.83 , 126.80 , 214.37 , 127.05 
t7219," 1,505.83 ", 169.30 , 193.33 , 595.20 , 276.35 , 537.87 ," 8,665.90 "," 10,072.35 ", 287.76 , 130.48 , 220.88 , 130.49 
